stage,cell_id,predictor,risk_policy,target_style,target_offset_m,ego_init_id,min_center_distance_m,min_footprint_separation_m,footprint_collision,conflict_point_x,conflict_point_y,yield_order_valid,clearance_time_gap_s,logged_footprint_margin_m
day11,B1_adaptive_reactive_offset_p3,B1,adaptive,reactive,3.0,48,4.763826890539133,1.2777533432920585,0,30.040708541870117,3.6579242944717407,1,1.2000000178813934,0.25
day11,B1_adaptive_reactive_offset_p3,B1,adaptive,reactive,3.0,49,5.296148880758392,1.9645946289529255,0,30.662429809570312,3.6785396337509155,1,1.600000023841858,0.25
day11,B1_adaptive_reactive_offset_p3,B1,adaptive,reactive,3.0,50,5.936419142553847,2.8770398825220957,0,31.1015567779541,3.7343239784240723,1,1.9500000290572643,0.25
day11,B1_fixed_medium_assertive_offset_m3,B1,fixed_medium,assertive,-3.0,46,4.32564687135599,0.8375614685697513,0,30.1907958984375,3.7200788259506226,1,1.4000000208616257,0.25
day11,B1_fixed_medium_assertive_offset_m3,B1,fixed_medium,assertive,-3.0,47,4.365572055395407,0.9105402021446383,0,29.729491233825684,3.7489571571350098,1,1.0000000149011612,0.25
day11,B1_fixed_medium_assertive_offset_m3,B1,fixed_medium,assertive,-3.0,48,4.582405909376565,1.1266536759746595,0,30.208273887634277,3.709397792816162,1,1.5500000230967999,0.25
day11,B1_fixed_medium_assertive_offset_m3,B1,fixed_medium,assertive,-3.0,49,4.6146469418149785,1.1606573750602105,0,30.228367805480957,3.701044797897339,1,1.5000000223517418,0.25
day11,B1_fixed_medium_assertive_offset_m3,B1,fixed_medium,assertive,-3.0,50,5.046859787918216,1.699625218846003,0,30.215048789978027,3.67654550075531,1,1.2000000178813934,0.25
day11,B1_fixed_medium_assertive_offset_p3,B1,fixed_medium,assertive,3.0,46,4.712243776529078,1.2474763878528858,0,30.018596649169922,3.668005585670471,1,1.2000000178813934,0.25
day11,B1_fixed_medium_assertive_offset_p3,B1,fixed_medium,assertive,3.0,47,5.0504680423326525,1.8189276859497985,0,29.993619918823242,3.7063310146331787,1,1.4500000216066837,0.25
day11,B1_fixed_medium_assertive_offset_p3,B1,fixed_medium,assertive,3.0,48,4.818497949016529,1.3501594772096865,0,30.28543758392334,3.770363688468933,1,1.4000000208616257,0.25
