split,ego_init_id,rollout,cell_id,target_style,ego_policy,full_horizon,ego_speed_mps,target_speed_mps,ego_target_distance_m,future_valid_steps,response_active,target_start_offset_m
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,4.581392614844302,9.065900803171418,38.85007453285146,1.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,4.619514253972735,9.042716026762156,40.85362990735126,0.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,4.613943454889388,9.040144920711946,42.802102086207874,0.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,4.6205708261367056,9.055508614046113,44.732168713652115,0.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,4.622974786976638,9.064027786927044,46.675307798795906,0.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,4.620109012424672,9.05684948046041,48.639622255580804,0.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,4.709381049374772,9.047686577600722,50.61589114586796,0.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,4.995250607228155,9.048751831819919,52.606924309327574,0.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,5.012767103094817,9.055727959572248,54.612149018541835,0.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,4.931278606100966,9.058013917074149,56.62147991297396,0.0,0.0,0.0
