scalar_id,generated_table,row_identity,field,value,unit,estimator,independent_unit_count,evidence_status,source_artifact,source_field
closed_loop_contrasts:contrast_id=prediction_fallback_fraction__P_star_minus_B1__fixed_medium;category=closed_loop:ci95_high,table_model_by_risk_contrasts.csv,contrast_id=prediction_fallback_fraction__P_star_minus_B1__fixed_medium;category=closed_loop,ci95_high,0.0022702338090920204,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=prediction_fallback_fraction__P_star_minus_B1__fixed_medium;category=closed_loop.ci95_high
closed_loop_contrasts:contrast_id=prediction_fallback_fraction__P_star_minus_B1__fixed_medium;category=closed_loop:raw_sign_flip_p,table_model_by_risk_contrasts.csv,contrast_id=prediction_fallback_fraction__P_star_minus_B1__fixed_medium;category=closed_loop,raw_sign_flip_p,0.7053658536585365,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=prediction_fallback_fraction__P_star_minus_B1__fixed_medium;category=closed_loop.raw_sign_flip_p
closed_loop_contrasts:contrast_id=prediction_fallback_fraction__P_star_minus_B1__fixed_medium;category=closed_loop:independent_groups,table_model_by_risk_contrasts.csv,contrast_id=prediction_fallback_fraction__P_star_minus_B1__fixed_medium;category=closed_loop,independent_groups,10,count,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=prediction_fallback_fraction__P_star_minus_B1__fixed_medium;category=closed_loop.independent_groups
closed_loop_contrasts:contrast_id=prediction_fallback_fraction__P_star_minus_B1__adaptive;category=closed_loop:effect,table_model_by_risk_contrasts.csv,contrast_id=prediction_fallback_fraction__P_star_minus_B1__adaptive;category=closed_loop,effect,0.0014524134312048742,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=prediction_fallback_fraction__P_star_minus_B1__adaptive;category=closed_loop.effect
closed_loop_contrasts:contrast_id=prediction_fallback_fraction__P_star_minus_B1__adaptive;category=closed_loop:ci95_low,table_model_by_risk_contrasts.csv,contrast_id=prediction_fallback_fraction__P_star_minus_B1__adaptive;category=closed_loop,ci95_low,-0.0020916156292072226,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=prediction_fallback_fraction__P_star_minus_B1__adaptive;category=closed_loop.ci95_low
closed_loop_contrasts:contrast_id=prediction_fallback_fraction__P_star_minus_B1__adaptive;category=closed_loop:ci95_high,table_model_by_risk_contrasts.csv,contrast_id=prediction_fallback_fraction__P_star_minus_B1__adaptive;category=closed_loop,ci95_high,0.004611041521458121,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=prediction_fallback_fraction__P_star_minus_B1__adaptive;category=closed_loop.ci95_high
closed_loop_contrasts:contrast_id=prediction_fallback_fraction__P_star_minus_B1__adaptive;category=closed_loop:raw_sign_flip_p,table_model_by_risk_contrasts.csv,contrast_id=prediction_fallback_fraction__P_star_minus_B1__adaptive;category=closed_loop,raw_sign_flip_p,0.4419512195121951,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=prediction_fallback_fraction__P_star_minus_B1__adaptive;category=closed_loop.raw_sign_flip_p
closed_loop_contrasts:contrast_id=prediction_fallback_fraction__P_star_minus_B1__adaptive;category=closed_loop:independent_groups,table_model_by_risk_contrasts.csv,contrast_id=prediction_fallback_fraction__P_star_minus_B1__adaptive;category=closed_loop,independent_groups,10,count,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=prediction_fallback_fraction__P_star_minus_B1__adaptive;category=closed_loop.independent_groups
closed_loop_contrasts:contrast_id=solver_activity_fraction__P_star_minus_B1__fixed_medium;category=closed_loop:effect,table_model_by_risk_contrasts.csv,contrast_id=solver_activity_fraction__P_star_minus_B1__fixed_medium;category=closed_loop,effect,0.0,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=solver_activity_fraction__P_star_minus_B1__fixed_medium;category=closed_loop.effect
closed_loop_contrasts:contrast_id=solver_activity_fraction__P_star_minus_B1__fixed_medium;category=closed_loop:ci95_low,table_model_by_risk_contrasts.csv,contrast_id=solver_activity_fraction__P_star_minus_B1__fixed_medium;category=closed_loop,ci95_low,0.0,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=solver_activity_fraction__P_star_minus_B1__fixed_medium;category=closed_loop.ci95_low
closed_loop_contrasts:contrast_id=solver_activity_fraction__P_star_minus_B1__fixed_medium;category=closed_loop:ci95_high,table_model_by_risk_contrasts.csv,contrast_id=solver_activity_fraction__P_star_minus_B1__fixed_medium;category=closed_loop,ci95_high,0.0,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=solver_activity_fraction__P_star_minus_B1__fixed_medium;category=closed_loop.ci95_high
closed_loop_contrasts:contrast_id=solver_activity_fraction__P_star_minus_B1__fixed_medium;category=closed_loop:raw_sign_flip_p,table_model_by_risk_contrasts.csv,contrast_id=solver_activity_fraction__P_star_minus_B1__fixed_medium;category=closed_loop,raw_sign_flip_p,1.0,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=solver_activity_fraction__P_star_minus_B1__fixed_medium;category=closed_loop.raw_sign_flip_p
closed_loop_contrasts:contrast_id=solver_activity_fraction__P_star_minus_B1__fixed_medium;category=closed_loop:independent_groups,table_model_by_risk_contrasts.csv,contrast_id=solver_activity_fraction__P_star_minus_B1__fixed_medium;category=closed_loop,independent_groups,10,count,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=solver_activity_fraction__P_star_minus_B1__fixed_medium;category=closed_loop.independent_groups
closed_loop_contrasts:contrast_id=solver_activity_fraction__P_star_minus_B1__adaptive;category=closed_loop:effect,table_model_by_risk_contrasts.csv,contrast_id=solver_activity_fraction__P_star_minus_B1__adaptive;category=closed_loop,effect,0.0,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=solver_activity_fraction__P_star_minus_B1__adaptive;category=closed_loop.effect
closed_loop_contrasts:contrast_id=solver_activity_fraction__P_star_minus_B1__adaptive;category=closed_loop:ci95_low,table_model_by_risk_contrasts.csv,contrast_id=solver_activity_fraction__P_star_minus_B1__adaptive;category=closed_loop,ci95_low,0.0,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=solver_activity_fraction__P_star_minus_B1__adaptive;category=closed_loop.ci95_low
closed_loop_contrasts:contrast_id=solver_activity_fraction__P_star_minus_B1__adaptive;category=closed_loop:ci95_high,table_model_by_risk_contrasts.csv,contrast_id=solver_activity_fraction__P_star_minus_B1__adaptive;category=closed_loop,ci95_high,0.0,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=solver_activity_fraction__P_star_minus_B1__adaptive;category=closed_loop.ci95_high
closed_loop_contrasts:contrast_id=solver_activity_fraction__P_star_minus_B1__adaptive;category=closed_loop:raw_sign_flip_p,table_model_by_risk_contrasts.csv,contrast_id=solver_activity_fraction__P_star_minus_B1__adaptive;category=closed_loop,raw_sign_flip_p,1.0,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=solver_activity_fraction__P_star_minus_B1__adaptive;category=closed_loop.raw_sign_flip_p
closed_loop_contrasts:contrast_id=solver_activity_fraction__P_star_minus_B1__adaptive;category=closed_loop:independent_groups,table_model_by_risk_contrasts.csv,contrast_id=solver_activity_fraction__P_star_minus_B1__adaptive;category=closed_loop,independent_groups,10,count,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=solver_activity_fraction__P_star_minus_B1__adaptive;category=closed_loop.independent_groups
closed_loop_contrasts:contrast_id=supervisor_active_fraction__P_star_minus_B1__fixed_medium;category=closed_loop:effect,table_model_by_risk_contrasts.csv,contrast_id=supervisor_active_fraction__P_star_minus_B1__fixed_medium;category=closed_loop,effect,-0.0024844881507869398,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=supervisor_active_fraction__P_star_minus_B1__fixed_medium;category=closed_loop.effect
closed_loop_contrasts:contrast_id=supervisor_active_fraction__P_star_minus_B1__fixed_medium;category=closed_loop:ci95_low,table_model_by_risk_contrasts.csv,contrast_id=supervisor_active_fraction__P_star_minus_B1__fixed_medium;category=closed_loop,ci95_low,-0.009661682605769646,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=supervisor_active_fraction__P_star_minus_B1__fixed_medium;category=closed_loop.ci95_low
closed_loop_contrasts:contrast_id=supervisor_active_fraction__P_star_minus_B1__fixed_medium;category=closed_loop:ci95_high,table_model_by_risk_contrasts.csv,contrast_id=supervisor_active_fraction__P_star_minus_B1__fixed_medium;category=closed_loop,ci95_high,0.003963420871184453,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=supervisor_active_fraction__P_star_minus_B1__fixed_medium;category=closed_loop.ci95_high
closed_loop_contrasts:contrast_id=supervisor_active_fraction__P_star_minus_B1__fixed_medium;category=closed_loop:raw_sign_flip_p,table_model_by_risk_contrasts.csv,contrast_id=supervisor_active_fraction__P_star_minus_B1__fixed_medium;category=closed_loop,raw_sign_flip_p,0.5629268292682926,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=supervisor_active_fraction__P_star_minus_B1__fixed_medium;category=closed_loop.raw_sign_flip_p
closed_loop_contrasts:contrast_id=supervisor_active_fraction__P_star_minus_B1__fixed_medium;category=closed_loop:independent_groups,table_model_by_risk_contrasts.csv,contrast_id=supervisor_active_fraction__P_star_minus_B1__fixed_medium;category=closed_loop,independent_groups,10,count,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=supervisor_active_fraction__P_star_minus_B1__fixed_medium;category=closed_loop.independent_groups
closed_loop_contrasts:contrast_id=supervisor_active_fraction__P_star_minus_B1__adaptive;category=closed_loop:effect,table_model_by_risk_contrasts.csv,contrast_id=supervisor_active_fraction__P_star_minus_B1__adaptive;category=closed_loop,effect,0.005062594517754121,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=supervisor_active_fraction__P_star_minus_B1__adaptive;category=closed_loop.effect
closed_loop_contrasts:contrast_id=supervisor_active_fraction__P_star_minus_B1__adaptive;category=closed_loop:ci95_low,table_model_by_risk_contrasts.csv,contrast_id=supervisor_active_fraction__P_star_minus_B1__adaptive;category=closed_loop,ci95_low,-0.00021759503912900923,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=supervisor_active_fraction__P_star_minus_B1__adaptive;category=closed_loop.ci95_low
closed_loop_contrasts:contrast_id=supervisor_active_fraction__P_star_minus_B1__adaptive;category=closed_loop:ci95_high,table_model_by_risk_contrasts.csv,contrast_id=supervisor_active_fraction__P_star_minus_B1__adaptive;category=closed_loop,ci95_high,0.010183165742474598,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=supervisor_active_fraction__P_star_minus_B1__adaptive;category=closed_loop.ci95_high
closed_loop_contrasts:contrast_id=supervisor_active_fraction__P_star_minus_B1__adaptive;category=closed_loop:raw_sign_flip_p,table_model_by_risk_contrasts.csv,contrast_id=supervisor_active_fraction__P_star_minus_B1__adaptive;category=closed_loop,raw_sign_flip_p,0.10048780487804879,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=supervisor_active_fraction__P_star_minus_B1__adaptive;category=closed_loop.raw_sign_flip_p
closed_loop_contrasts:contrast_id=supervisor_active_fraction__P_star_minus_B1__adaptive;category=closed_loop:independent_groups,table_model_by_risk_contrasts.csv,contrast_id=supervisor_active_fraction__P_star_minus_B1__adaptive;category=closed_loop,independent_groups,10,count,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=supervisor_active_fraction__P_star_minus_B1__adaptive;category=closed_loop.independent_groups
closed_loop_contrasts:contrast_id=inloop_prediction_entropy__P_star_minus_B1__fixed_medium;category=closed_loop:effect,table_model_by_risk_contrasts.csv,contrast_id=inloop_prediction_entropy__P_star_minus_B1__fixed_medium;category=closed_loop,effect,0.012334590289053255,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=inloop_prediction_entropy__P_star_minus_B1__fixed_medium;category=closed_loop.effect
closed_loop_contrasts:contrast_id=inloop_prediction_entropy__P_star_minus_B1__fixed_medium;category=closed_loop:ci95_low,table_model_by_risk_contrasts.csv,contrast_id=inloop_prediction_entropy__P_star_minus_B1__fixed_medium;category=closed_loop,ci95_low,0.007777152396699182,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=inloop_prediction_entropy__P_star_minus_B1__fixed_medium;category=closed_loop.ci95_low
closed_loop_contrasts:contrast_id=inloop_prediction_entropy__P_star_minus_B1__fixed_medium;category=closed_loop:ci95_high,table_model_by_risk_contrasts.csv,contrast_id=inloop_prediction_entropy__P_star_minus_B1__fixed_medium;category=closed_loop,ci95_high,0.016160922809686583,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=inloop_prediction_entropy__P_star_minus_B1__fixed_medium;category=closed_loop.ci95_high
closed_loop_contrasts:contrast_id=inloop_prediction_entropy__P_star_minus_B1__fixed_medium;category=closed_loop:raw_sign_flip_p,table_model_by_risk_contrasts.csv,contrast_id=inloop_prediction_entropy__P_star_minus_B1__fixed_medium;category=closed_loop,raw_sign_flip_p,0.004878048780487805,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=inloop_prediction_entropy__P_star_minus_B1__fixed_medium;category=closed_loop.raw_sign_flip_p
closed_loop_contrasts:contrast_id=inloop_prediction_entropy__P_star_minus_B1__fixed_medium;category=closed_loop:independent_groups,table_model_by_risk_contrasts.csv,contrast_id=inloop_prediction_entropy__P_star_minus_B1__fixed_medium;category=closed_loop,independent_groups,10,count,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=inloop_prediction_entropy__P_star_minus_B1__fixed_medium;category=closed_loop.independent_groups
closed_loop_contrasts:contrast_id=inloop_prediction_entropy__P_star_minus_B1__adaptive;category=closed_loop:effect,table_model_by_risk_contrasts.csv,contrast_id=inloop_prediction_entropy__P_star_minus_B1__adaptive;category=closed_loop,effect,0.016901127174588637,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=inloop_prediction_entropy__P_star_minus_B1__adaptive;category=closed_loop.effect
closed_loop_contrasts:contrast_id=inloop_prediction_entropy__P_star_minus_B1__adaptive;category=closed_loop:ci95_low,table_model_by_risk_contrasts.csv,contrast_id=inloop_prediction_entropy__P_star_minus_B1__adaptive;category=closed_loop,ci95_low,0.013256714267958318,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=inloop_prediction_entropy__P_star_minus_B1__adaptive;category=closed_loop.ci95_low
closed_loop_contrasts:contrast_id=inloop_prediction_entropy__P_star_minus_B1__adaptive;category=closed_loop:ci95_high,table_model_by_risk_contrasts.csv,contrast_id=inloop_prediction_entropy__P_star_minus_B1__adaptive;category=closed_loop,ci95_high,0.020381924449531203,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=inloop_prediction_entropy__P_star_minus_B1__adaptive;category=closed_loop.ci95_high
closed_loop_contrasts:contrast_id=inloop_prediction_entropy__P_star_minus_B1__adaptive;category=closed_loop:raw_sign_flip_p,table_model_by_risk_contrasts.csv,contrast_id=inloop_prediction_entropy__P_star_minus_B1__adaptive;category=closed_loop,raw_sign_flip_p,0.002926829268292683,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=inloop_prediction_entropy__P_star_minus_B1__adaptive;category=closed_loop.raw_sign_flip_p
closed_loop_contrasts:contrast_id=inloop_prediction_entropy__P_star_minus_B1__adaptive;category=closed_loop:independent_groups,table_model_by_risk_contrasts.csv,contrast_id=inloop_prediction_entropy__P_star_minus_B1__adaptive;category=closed_loop,independent_groups,10,count,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=inloop_prediction_entropy__P_star_minus_B1__adaptive;category=closed_loop.independent_groups
closed_loop_contrasts:contrast_id=inloop_top1_ADE_m__P_star_minus_B1__fixed_medium;category=closed_loop:effect,table_model_by_risk_contrasts.csv,contrast_id=inloop_top1_ADE_m__P_star_minus_B1__fixed_medium;category=closed_loop,effect,-0.036866393060337774,metres,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=inloop_top1_ADE_m__P_star_minus_B1__fixed_medium;category=closed_loop.effect
closed_loop_contrasts:contrast_id=inloop_top1_ADE_m__P_star_minus_B1__fixed_medium;category=closed_loop:ci95_low,table_model_by_risk_contrasts.csv,contrast_id=inloop_top1_ADE_m__P_star_minus_B1__fixed_medium;category=closed_loop,ci95_low,-0.05397095051440976,metres,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=inloop_top1_ADE_m__P_star_minus_B1__fixed_medium;category=closed_loop.ci95_low
closed_loop_contrasts:contrast_id=inloop_top1_ADE_m__P_star_minus_B1__fixed_medium;category=closed_loop:ci95_high,table_model_by_risk_contrasts.csv,contrast_id=inloop_top1_ADE_m__P_star_minus_B1__fixed_medium;category=closed_loop,ci95_high,-0.02329679881387659,metres,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=inloop_top1_ADE_m__P_star_minus_B1__fixed_medium;category=closed_loop.ci95_high
closed_loop_contrasts:contrast_id=inloop_top1_ADE_m__P_star_minus_B1__fixed_medium;category=closed_loop:raw_sign_flip_p,table_model_by_risk_contrasts.csv,contrast_id=inloop_top1_ADE_m__P_star_minus_B1__fixed_medium;category=closed_loop,raw_sign_flip_p,0.002926829268292683,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=inloop_top1_ADE_m__P_star_minus_B1__fixed_medium;category=closed_loop.raw_sign_flip_p
closed_loop_contrasts:contrast_id=inloop_top1_ADE_m__P_star_minus_B1__fixed_medium;category=closed_loop:independent_groups,table_model_by_risk_contrasts.csv,contrast_id=inloop_top1_ADE_m__P_star_minus_B1__fixed_medium;category=closed_loop,independent_groups,10,count,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=inloop_top1_ADE_m__P_star_minus_B1__fixed_medium;category=closed_loop.independent_groups
closed_loop_contrasts:contrast_id=inloop_top1_ADE_m__P_star_minus_B1__adaptive;category=closed_loop:effect,table_model_by_risk_contrasts.csv,contrast_id=inloop_top1_ADE_m__P_star_minus_B1__adaptive;category=closed_loop,effect,-0.02213973064398499,metres,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=inloop_top1_ADE_m__P_star_minus_B1__adaptive;category=closed_loop.effect
closed_loop_contrasts:contrast_id=inloop_top1_ADE_m__P_star_minus_B1__adaptive;category=closed_loop:ci95_low,table_model_by_risk_contrasts.csv,contrast_id=inloop_top1_ADE_m__P_star_minus_B1__adaptive;category=closed_loop,ci95_low,-0.05465147455889634,metres,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=inloop_top1_ADE_m__P_star_minus_B1__adaptive;category=closed_loop.ci95_low
closed_loop_contrasts:contrast_id=inloop_top1_ADE_m__P_star_minus_B1__adaptive;category=closed_loop:ci95_high,table_model_by_risk_contrasts.csv,contrast_id=inloop_top1_ADE_m__P_star_minus_B1__adaptive;category=closed_loop,ci95_high,0.019655553378209165,metres,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=inloop_top1_ADE_m__P_star_minus_B1__adaptive;category=closed_loop.ci95_high
closed_loop_contrasts:contrast_id=inloop_top1_ADE_m__P_star_minus_B1__adaptive;category=closed_loop:raw_sign_flip_p,table_model_by_risk_contrasts.csv,contrast_id=inloop_top1_ADE_m__P_star_minus_B1__adaptive;category=closed_loop,raw_sign_flip_p,0.33463414634146343,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=inloop_top1_ADE_m__P_star_minus_B1__adaptive;category=closed_loop.raw_sign_flip_p
closed_loop_contrasts:contrast_id=inloop_top1_ADE_m__P_star_minus_B1__adaptive;category=closed_loop:independent_groups,table_model_by_risk_contrasts.csv,contrast_id=inloop_top1_ADE_m__P_star_minus_B1__adaptive;category=closed_loop,independent_groups,10,count,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=inloop_top1_ADE_m__P_star_minus_B1__adaptive;category=closed_loop.independent_groups
closed_loop_contrasts:contrast_id=completion_time_s__model_by_risk__adaptive_minus_fixed_medium;category=closed_loop:effect,table_model_by_risk_contrasts.csv,contrast_id=completion_time_s__model_by_risk__adaptive_minus_fixed_medium;category=closed_loop,effect,-0.3125000046566129,seconds,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=completion_time_s__model_by_risk__adaptive_minus_fixed_medium;category=closed_loop.effect
closed_loop_contrasts:contrast_id=completion_time_s__model_by_risk__adaptive_minus_fixed_medium;category=closed_loop:ci95_low,table_model_by_risk_contrasts.csv,contrast_id=completion_time_s__model_by_risk__adaptive_minus_fixed_medium;category=closed_loop,ci95_low,-0.9925000147894025,seconds,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=completion_time_s__model_by_risk__adaptive_minus_fixed_medium;category=closed_loop.ci95_low
closed_loop_contrasts:contrast_id=completion_time_s__model_by_risk__adaptive_minus_fixed_medium;category=closed_loop:ci95_high,table_model_by_risk_contrasts.csv,contrast_id=completion_time_s__model_by_risk__adaptive_minus_fixed_medium;category=closed_loop,ci95_high,0.412500006146729,seconds,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=completion_time_s__model_by_risk__adaptive_minus_fixed_medium;category=closed_loop.ci95_high
closed_loop_contrasts:contrast_id=completion_time_s__model_by_risk__adaptive_minus_fixed_medium;category=closed_loop:raw_sign_flip_p,table_model_by_risk_contrasts.csv,contrast_id=completion_time_s__model_by_risk__adaptive_minus_fixed_medium;category=closed_loop,raw_sign_flip_p,0.4224390243902439,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=completion_time_s__model_by_risk__adaptive_minus_fixed_medium;category=closed_loop.raw_sign_flip_p
closed_loop_contrasts:contrast_id=completion_time_s__model_by_risk__adaptive_minus_fixed_medium;category=closed_loop:independent_groups,table_model_by_risk_contrasts.csv,contrast_id=completion_time_s__model_by_risk__adaptive_minus_fixed_medium;category=closed_loop,independent_groups,10,count,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=completion_time_s__model_by_risk__adaptive_minus_fixed_medium;category=closed_loop.independent_groups
closed_loop_contrasts:contrast_id=min_footprint_separation_m__model_by_risk__adaptive_minus_fixed_medium;category=closed_loop:effect,table_model_by_risk_contrasts.csv,contrast_id=min_footprint_separation_m__model_by_risk__adaptive_minus_fixed_medium;category=closed_loop,effect,0.026809630556774645,metres,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=min_footprint_separation_m__model_by_risk__adaptive_minus_fixed_medium;category=closed_loop.effect
closed_loop_contrasts:contrast_id=min_footprint_separation_m__model_by_risk__adaptive_minus_fixed_medium;category=closed_loop:ci95_low,table_model_by_risk_contrasts.csv,contrast_id=min_footprint_separation_m__model_by_risk__adaptive_minus_fixed_medium;category=closed_loop,ci95_low,-0.006890372928839753,metres,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=min_footprint_separation_m__model_by_risk__adaptive_minus_fixed_medium;category=closed_loop.ci95_low
closed_loop_contrasts:contrast_id=min_footprint_separation_m__model_by_risk__adaptive_minus_fixed_medium;category=closed_loop:ci95_high,table_model_by_risk_contrasts.csv,contrast_id=min_footprint_separation_m__model_by_risk__adaptive_minus_fixed_medium;category=closed_loop,ci95_high,0.0669912716048526,metres,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=min_footprint_separation_m__model_by_risk__adaptive_minus_fixed_medium;category=closed_loop.ci95_high
closed_loop_contrasts:contrast_id=min_footprint_separation_m__model_by_risk__adaptive_minus_fixed_medium;category=closed_loop:raw_sign_flip_p,table_model_by_risk_contrasts.csv,contrast_id=min_footprint_separation_m__model_by_risk__adaptive_minus_fixed_medium;category=closed_loop,raw_sign_flip_p,0.24097560975609755,unitless,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=min_footprint_separation_m__model_by_risk__adaptive_minus_fixed_medium;category=closed_loop.raw_sign_flip_p
closed_loop_contrasts:contrast_id=min_footprint_separation_m__model_by_risk__adaptive_minus_fixed_medium;category=closed_loop:independent_groups,table_model_by_risk_contrasts.csv,contrast_id=min_footprint_separation_m__model_by_risk__adaptive_minus_fixed_medium;category=closed_loop,independent_groups,10,count,paired initialisation-group contrast,10,formal_closed_loop,closed_loop/PREDICTOR_BY_RISK_SYNTHESIS.json,contrast_id=min_footprint_separation_m__model_by_risk__adaptive_minus_fixed_medium;category=closed_loop.independent_groups
