cell_id,predictor,risk_policy,target_style,offset_label,target_offset_m,ego_init_id,completion_time_s,target_clearance_adjusted_completion_delay_s,min_footprint_separation_m,solver_failure_fraction,supervisor_active_fraction,footprint_collision,yield_order_valid,reactive_active_samples
B1_fixed_medium_reactive_offset_p3,B1,fixed_medium,reactive,p3,3.0,48,9.950000148266554,8.350000124424696,1.33608938540588,0.035,0.135,0.0,1.0,0
B1_fixed_medium_reactive_offset_p3,B1,fixed_medium,reactive,p3,3.0,49,9.350000139325857,7.750000115483999,1.5436096417099567,0.02127659574468085,0.11702127659574468,0.0,1.0,0
B1_fixed_medium_reactive_offset_p3,B1,fixed_medium,reactive,p3,3.0,50,12.250000182539225,10.650000158697367,2.256984751673048,0.012195121951219513,0.08943089430894309,0.0,1.0,0
B1_adaptive_assertive_offset_m3,B1,adaptive,assertive,m3,-3.0,46,11.35000016912818,9.050000134855509,1.0894587581632922,0.0,0.15789473684210525,0.0,1.0,0
B1_adaptive_assertive_offset_m3,B1,adaptive,assertive,m3,-3.0,47,9.80000014603138,7.450000111013651,0.9317100313466999,0.0,0.15736040609137056,0.0,1.0,0
B1_adaptive_assertive_offset_m3,B1,adaptive,assertive,m3,-3.0,48,11.60000017285347,9.300000138580799,1.1115256578964077,0.0,0.17167381974248927,0.0,1.0,0
B1_adaptive_assertive_offset_m3,B1,adaptive,assertive,m3,-3.0,49,10.600000157952309,8.300000123679638,1.177241050664736,0.0,0.1643192488262911,0.0,1.0,0
B1_adaptive_assertive_offset_m3,B1,adaptive,assertive,m3,-3.0,50,10.900000162422657,8.600000128149986,1.0448783337202778,0.0,0.1461187214611872,0.0,1.0,0
B1_adaptive_assertive_offset_p3,B1,adaptive,assertive,p3,3.0,46,10.350000154227018,8.75000013038516,1.4895721653635816,0.02403846153846154,0.10096153846153846,0.0,1.0,0
B1_adaptive_assertive_offset_p3,B1,adaptive,assertive,p3,3.0,47,11.500000171363354,9.900000147521496,2.2630227490932766,0.012987012987012988,0.06926406926406926,0.0,1.0,0
B1_adaptive_assertive_offset_p3,B1,adaptive,assertive,p3,3.0,48,9.950000148266554,8.350000124424696,1.342221461731122,0.03,0.135,0.0,1.0,0
B1_adaptive_assertive_offset_p3,B1,adaptive,assertive,p3,3.0,49,9.350000139325857,7.750000115483999,1.7105531437299546,0.026595744680851064,0.11702127659574468,0.0,1.0,0
B1_adaptive_assertive_offset_p3,B1,adaptive,assertive,p3,3.0,50,9.750000145286322,8.200000122189522,2.56089014075487,0.02040816326530612,0.11224489795918367,0.0,1.0,0
B1_adaptive_reactive_offset_m3,B1,adaptive,reactive,m3,-3.0,46,11.400000169873238,8.600000128149986,0.8270762872789216,0.0,0.1965065502183406,0.0,1.0,16
B1_adaptive_reactive_offset_m3,B1,adaptive,reactive,m3,-3.0,47,10.000000149011612,7.1000001057982445,0.6049815449441112,0.0,0.208955223880597,0.0,1.0,18
B1_adaptive_reactive_offset_m3,B1,adaptive,reactive,m3,-3.0,48,12.200000181794167,9.650000143796206,1.097698537598346,0.0,0.1836734693877551,0.0,1.0,9
B1_adaptive_reactive_offset_m3,B1,adaptive,reactive,m3,-3.0,49,11.400000169873238,8.550000127404928,1.143064855597277,0.0,0.20087336244541484,0.0,1.0,17
B1_adaptive_reactive_offset_m3,B1,adaptive,reactive,m3,-3.0,50,12.35000018402934,9.55000014230609,1.568248724288873,0.0,0.18548387096774194,0.0,1.0,16
B1_adaptive_reactive_offset_p3,B1,adaptive,reactive,p3,3.0,46,10.55000015720725,8.950000133365393,1.6110500913001997,0.02830188679245283,0.09905660377358491,0.0,1.0,0
B1_adaptive_reactive_offset_p3,B1,adaptive,reactive,p3,3.0,47,11.750000175088644,10.150000151246786,2.461338206385538,0.012711864406779662,0.07203389830508475,0.0,1.0,0
B1_adaptive_reactive_offset_p3,B1,adaptive,reactive,p3,3.0,48,9.150000136345625,7.450000111013651,1.2777533432920585,0.03260869565217391,0.15217391304347827,0.0,1.0,0
B1_adaptive_reactive_offset_p3,B1,adaptive,reactive,p3,3.0,49,10.100000150501728,8.550000127404928,1.9645946289529255,0.029556650246305417,0.10837438423645321,0.0,1.0,0
B1_adaptive_reactive_offset_p3,B1,adaptive,reactive,p3,3.0,50,9.700000144541264,8.200000122189522,2.8770398825220957,0.020512820512820513,0.11282051282051282,0.0,1.0,0
B0_fixed_medium_assertive_offset_m3,B0,fixed_medium,assertive,m3,-3.0,46,13.200000196695328,10.900000162422657,0.8220087663268131,0.0,0.1320754716981132,0.0,1.0,0
B0_fixed_medium_assertive_offset_m3,B0,fixed_medium,assertive,m3,-3.0,47,11.300000168383121,9.050000134855509,1.6366929927543665,0.0,0.1277533039647577,0.0,1.0,0
B0_fixed_medium_assertive_offset_m3,B0,fixed_medium,assertive,m3,-3.0,48,10.55000015720725,8.200000122189522,1.1330181198942735,0.0,0.19339622641509435,0.0,1.0,0
B0_fixed_medium_assertive_offset_m3,B0,fixed_medium,assertive,m3,-3.0,49,10.55000015720725,8.25000012293458,1.152176131084975,0.0,0.1650943396226415,0.0,1.0,0
B0_fixed_medium_assertive_offset_m3,B0,fixed_medium,assertive,m3,-3.0,50,10.100000150501728,7.800000116229057,1.7072547495010553,0.0,0.17733990147783252,0.0,1.0,0
B0_fixed_medium_assertive_offset_p3,B0,fixed_medium,assertive,p3,3.0,46,10.250000152736902,8.600000128149986,1.3627315889040674,0.019417475728155338,0.10194174757281553,0.0,1.0,0
B0_fixed_medium_assertive_offset_p3,B0,fixed_medium,assertive,p3,3.0,47,10.200000151991844,8.600000128149986,1.9712263829645906,0.014634146341463415,0.07804878048780488,0.0,1.0,0
B0_fixed_medium_assertive_offset_p3,B0,fixed_medium,assertive,p3,3.0,48,9.850000146776438,8.25000012293458,1.370176790247036,0.030303030303030304,0.13636363636363635,0.0,1.0,0
B0_fixed_medium_assertive_offset_p3,B0,fixed_medium,assertive,p3,3.0,49,10.650000158697367,9.050000134855509,1.5351177280861894,0.018691588785046728,0.102803738317757,0.0,1.0,0
B0_fixed_medium_assertive_offset_p3,B0,fixed_medium,assertive,p3,3.0,50,13.700000204145908,12.10000018030405,2.1934152733894607,0.01090909090909091,0.08,0.0,1.0,0
B0_fixed_medium_reactive_offset_m3,B0,fixed_medium,reactive,m3,-3.0,46,13.65000020340085,10.800000160932541,0.833643765285866,0.0,0.16423357664233576,0.0,1.0,16
B0_fixed_medium_reactive_offset_m3,B0,fixed_medium,reactive,m3,-3.0,47,12.000000178813934,9.200000137090683,1.373765235429552,0.0,0.16597510373443983,0.0,1.0,17
B0_fixed_medium_reactive_offset_m3,B0,fixed_medium,reactive,m3,-3.0,48,13.100000195205212,10.55000015720725,1.1151347882304912,0.0,0.17110266159695817,0.0,1.0,9
B0_fixed_medium_reactive_offset_m3,B0,fixed_medium,reactive,m3,-3.0,49,11.500000171363354,8.650000128895044,1.1633966090662182,0.0,0.19913419913419914,0.0,1.0,17
B0_fixed_medium_reactive_offset_m3,B0,fixed_medium,reactive,m3,-3.0,50,13.300000198185444,10.500000156462193,1.5670601099606838,0.0,0.17228464419475656,0.0,1.0,16
B0_fixed_medium_reactive_offset_p3,B0,fixed_medium,reactive,p3,3.0,46,9.050000134855509,7.400000110268593,1.398731668052346,0.02197802197802198,0.11538461538461539,0.0,1.0,0
B0_fixed_medium_reactive_offset_p3,B0,fixed_medium,reactive,p3,3.0,47,10.200000151991844,8.600000128149986,1.9794918919070927,0.014634146341463415,0.07804878048780488,0.0,1.0,0
B0_fixed_medium_reactive_offset_p3,B0,fixed_medium,reactive,p3,3.0,48,9.900000147521496,8.300000123679638,1.3376157025732864,0.035175879396984924,0.135678391959799,0.0,1.0,0
B0_fixed_medium_reactive_offset_p3,B0,fixed_medium,reactive,p3,3.0,49,10.700000159442425,9.100000135600567,1.53941094061475,0.018604651162790697,0.10232558139534884,0.0,1.0,0
B0_fixed_medium_reactive_offset_p3,B0,fixed_medium,reactive,p3,3.0,50,12.250000182539225,10.650000158697367,2.2532605151680865,0.012195121951219513,0.08943089430894309,0.0,1.0,0
B0_adaptive_assertive_offset_m3,B0,adaptive,assertive,m3,-3.0,46,12.10000018030405,9.80000014603138,0.8370287739243075,0.0,0.1440329218106996,0.0,1.0,0
B0_adaptive_assertive_offset_m3,B0,adaptive,assertive,m3,-3.0,47,10.700000159442425,8.400000125169754,1.531592968767848,0.0,0.13488372093023257,0.0,1.0,0
B0_adaptive_assertive_offset_m3,B0,adaptive,assertive,m3,-3.0,48,11.450000170618296,9.150000136345625,1.0942661858995795,0.0,0.17391304347826086,0.0,1.0,0
B0_adaptive_assertive_offset_m3,B0,adaptive,assertive,m3,-3.0,49,10.55000015720725,8.25000012293458,1.1459751803178315,0.0,0.1650943396226415,0.0,1.0,0
B0_adaptive_assertive_offset_m3,B0,adaptive,assertive,m3,-3.0,50,10.850000161677599,8.550000127404928,1.7006297298009498,0.0,0.1651376146788991,0.0,1.0,0
B0_adaptive_assertive_offset_p3,B0,adaptive,assertive,p3,3.0,46,10.750000160187483,9.150000136345625,1.424610870937228,0.023148148148148147,0.09722222222222222,0.0,1.0,0
B0_adaptive_assertive_offset_p3,B0,adaptive,assertive,p3,3.0,47,12.650000188499689,11.10000016540289,2.399104948449219,0.011811023622047244,0.06299212598425197,0.0,1.0,0
B0_adaptive_assertive_offset_p3,B0,adaptive,assertive,p3,3.0,48,9.950000148266554,8.350000124424696,1.3443117001965343,0.03,0.135,0.0,1.0,0
B0_adaptive_assertive_offset_p3,B0,adaptive,assertive,p3,3.0,49,11.85000017657876,10.250000152736902,1.8620490047111558,0.025210084033613446,0.09243697478991597,0.0,1.0,0
B0_adaptive_assertive_offset_p3,B0,adaptive,assertive,p3,3.0,50,9.750000145286322,8.200000122189522,2.560917569895594,0.02040816326530612,0.11224489795918367,0.0,1.0,0
B0_adaptive_reactive_offset_m3,B0,adaptive,reactive,m3,-3.0,46,13.65000020340085,10.800000160932541,0.8350587523883708,0.0,0.16423357664233576,0.0,1.0,16
B0_adaptive_reactive_offset_m3,B0,adaptive,reactive,m3,-3.0,47,13.15000019595027,10.30000015348196,1.2588492758699676,0.0,0.15151515151515152,0.0,1.0,17
B0_adaptive_reactive_offset_m3,B0,adaptive,reactive,m3,-3.0,48,12.750000189989805,10.200000151991844,1.1211388140404854,0.0,0.17578125,0.0,1.0,9
B0_adaptive_reactive_offset_m3,B0,adaptive,reactive,m3,-3.0,49,11.400000169873238,8.550000127404928,1.1494230957378415,0.0,0.20087336244541484,0.0,1.0,17
B0_adaptive_reactive_offset_m3,B0,adaptive,reactive,m3,-3.0,50,12.450000185519457,9.650000143796206,1.528786447415288,0.0,0.184,0.0,1.0,16
B0_adaptive_reactive_offset_p3,B0,adaptive,reactive,p3,3.0,46,10.600000157952309,9.00000013411045,1.4978148173203212,0.023474178403755867,0.09859154929577464,0.0,1.0,0
B0_adaptive_reactive_offset_p3,B0,adaptive,reactive,p3,3.0,47,10.700000159442425,9.100000135600567,2.1693489041697758,0.009302325581395349,0.07441860465116279,0.0,1.0,0
B0_adaptive_reactive_offset_p3,B0,adaptive,reactive,p3,3.0,48,9.950000148266554,8.350000124424696,1.343232042886178,0.03,0.135,0.0,1.0,0
B0_adaptive_reactive_offset_p3,B0,adaptive,reactive,p3,3.0,49,9.900000147521496,8.25000012293458,1.5519451692863895,0.020100502512562814,0.10552763819095477,0.0,1.0,0
B0_adaptive_reactive_offset_p3,B0,adaptive,reactive,p3,3.0,50,9.700000144541264,8.150000121444464,2.6511919633988117,0.020512820512820513,0.11282051282051282,0.0,1.0,0
