dataset,model_cell_id,seed,ego_init_id,rollout_id,rollout_macro_nll,top1_ADE,top1_FDE,full_horizon_samples,source_artifact
retrospective_heldout_full_horizon_recalibrated,mlp-h1p0-large,37,45,ego_init_45,-1.0013805931992386,0.13473419161349615,0.16480268394429481,62,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__mlp-h1p0-large__lr1e-4__s37__data100/full_horizon_metrics.json
retrospective_heldout_full_horizon_recalibrated,transformer-h0p0-large,11,41,ego_init_41,-0.7512825332785078,0.29649076928499213,0.49615604820688025,66,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__transformer-h0p0-large__lr1e-4__s11__data100/full_horizon_metrics.json
retrospective_heldout_full_horizon_recalibrated,transformer-h0p0-large,11,42,ego_init_42,-0.7953941479772167,0.29525592768329983,0.49130688460537447,66,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__transformer-h0p0-large__lr1e-4__s11__data100/full_horizon_metrics.json
retrospective_heldout_full_horizon_recalibrated,transformer-h0p0-large,11,43,ego_init_43,-1.0841187744949123,0.26891418949639495,0.4658733367532693,66,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__transformer-h0p0-large__lr1e-4__s11__data100/full_horizon_metrics.json
retrospective_heldout_full_horizon_recalibrated,transformer-h0p0-large,11,44,ego_init_44,-1.0083499762259789,0.3697200646394458,0.7093649399263523,66,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__transformer-h0p0-large__lr1e-4__s11__data100/full_horizon_metrics.json
retrospective_heldout_full_horizon_recalibrated,transformer-h0p0-large,11,45,ego_init_45,-1.0733811975224394,0.18772899304927354,0.20650091348543576,62,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__transformer-h0p0-large__lr1e-4__s11__data100/full_horizon_metrics.json
retrospective_heldout_full_horizon_recalibrated,transformer-h0p0-large,23,41,ego_init_41,-0.8451645895013844,0.29174049463138185,0.49402061278133863,66,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__transformer-h0p0-large__lr1e-4__s23__data100/full_horizon_metrics.json
retrospective_heldout_full_horizon_recalibrated,transformer-h0p0-large,23,42,ego_init_42,-0.8142153383835631,0.2916661256237806,0.48905303496664754,66,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__transformer-h0p0-large__lr1e-4__s23__data100/full_horizon_metrics.json
retrospective_heldout_full_horizon_recalibrated,transformer-h0p0-large,23,43,ego_init_43,-1.0796308125478262,0.26808319166248934,0.4683907945716811,66,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__transformer-h0p0-large__lr1e-4__s23__data100/full_horizon_metrics.json
retrospective_heldout_full_horizon_recalibrated,transformer-h0p0-large,23,44,ego_init_44,-0.9898242183955658,0.3689378587038493,0.714298453165235,66,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__transformer-h0p0-large__lr1e-4__s23__data100/full_horizon_metrics.json
retrospective_heldout_full_horizon_recalibrated,transformer-h0p0-large,23,45,ego_init_45,-0.8969534544737677,0.20890368979542775,0.23048673149615423,62,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__transformer-h0p0-large__lr1e-4__s23__data100/full_horizon_metrics.json
retrospective_heldout_full_horizon_recalibrated,transformer-h0p0-large,37,41,ego_init_41,-0.8232627976636088,0.2901227415787583,0.4912333977710157,66,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__transformer-h0p0-large__lr1e-4__s37__data100/full_horizon_metrics.json
